epoch,model,metric_name,metric_value,time
149,discriminator,validation_accuracy,0.7927777777777778,0.8422896862030029
150,discriminator,train_mean_loss,0.6078965,0.8281610012054443
150,generator,train_mean_loss,4.1114926,0.8282666206359863
150,discriminator,validation_accuracy,0.8077777777777778,0.8282997608184814
151,discriminator,train_mean_loss,0.6515517,0.8292782306671143
151,generator,train_mean_loss,4.0389786,0.8293876647949219
151,discriminator,validation_accuracy,0.9244444444444444,0.8294200897216797
152,discriminator,train_mean_loss,0.56714773,0.8324446678161621
152,generator,train_mean_loss,4.188547,0.8325536251068115
152,discriminator,validation_accuracy,0.7966666666666666,0.8325860500335693
153,discriminator,train_mean_loss,0.53219247,0.8351414203643799
153,generator,train_mean_loss,4.758796,0.8352475166320801
153,discriminator,validation_accuracy,0.9022222222222223,0.8352808952331543
154,discriminator,train_mean_loss,0.5412746,0.8416337966918945
154,generator,train_mean_loss,4.7000647,0.8417403697967529
154,discriminator,validation_accuracy,0.835,0.8417727947235107
155,discriminator,train_mean_loss,0.5659076,0.8487293720245361
